"customer_id","title","firstname","middlename","lastname","suffix","phonenumber","phonetype_name","emailaddress","addresstype_name","addressline1","addressline2","city","stateprovince_name","postalcode","countryregion_name","Customer Group"
6517,,Steve,C,Zhou,,"1 (11) 500 555-0147",Home,steve12@adventure-works.com,Home,"4032 Woodruff Ln.",NULL,Springwood,New South Wales,"2777",Australia,No second purchase
6518,,Ethan,,Diaz,,"136-555-0124",Cell,ethan18@adventure-works.com,Home,"3397 Farm Bureau Road",NULL,Spring Valley,California,"91977",United States,No second purchase
6519,,Raquel,,Torres,,"1 (11) 500 555-0123",Home,raquel8@adventure-works.com,Home,Postenweg 3138,NULL,Eilenburg,Brandenburg,"4838",Germany,No second purchase
6520,,Steve,,Ye,,"1 (11) 500 555-0118",Home,steve13@adventure-works.com,Home,"6986 Countrywood Ct.",NULL,Newcastle,New South Wales,"2300",Australia,No second purchase
6521,,Ethan,,Hayes,,"114-555-0179",Home,ethan19@adventure-works.com,Home,"9765 Marie Drive",NULL,Renton,Washington,"98055",United States,No second purchase
6522,,Ethan,G,Zhang,,"589-555-0185",Home,ethan20@adventure-works.com,Home,"1769 Nicholas Drive",NULL,Bellingham,Washington,"98225",United States,No second purchase
6523,,Ethan,R,Winston,,"369-555-0123",Home,ethan21@adventure-works.com,Home,"1047 Las Quebradas Lane",NULL,Oak Bay,British Columbia,V8P,Canada,Second Purchase after 6 Months of first
6524,,Steve,,Lu,,"597-555-0183",Cell,steve14@adventure-works.com,Home,"4009 San Ysidro Court",NULL,Burien,Washington,"98168",United States,Second Purchase within 6 Months of first
6525,,Ethan,,Chen,,"911-555-0117",Home,ethan22@adventure-works.com,Home,"5960 Cross Road",# 20,Newton,British Columbia,V2M1N7,Canada,No second purchase
6526,,Steve,T,Xu,,"1 (11) 500 555-0115",Cell,steve15@adventure-works.com,Home,"1211, rue des Ecoles",NULL,Saint-Denis,Seine Saint Denis,"93400",France,No second purchase
6527,,Steve,I,Sun,,"630-555-0128",Cell,steve16@adventure-works.com,Home,"7511 Cooper Dr.",NULL,Beaverton,Oregon,"97005",United States,No second purchase
6528,,Ethan,L,Yang,,"473-555-0111",Cell,ethan23@adventure-works.com,Home,"661 Cardinal Dr",NULL,Lincoln Acres,California,"91950",United States,No second purchase
6529,,Steve,J,Gao,,"1 (11) 500 555-0162",Home,steve17@adventure-works.com,Home,Husemann Straße 4444,NULL,Mühlheim,Hamburg,"63151",Germany,Second Purchase within 6 Months of first
6530,,Ethan,,Kumar,,"214-555-0118",Home,ethan24@adventure-works.com,Home,"447 Barberry Court",NULL,Milwaukie,Oregon,"97222",United States,Second Purchase within 6 Months of first
6531,,Steve,,Ma,,"1 (11) 500 555-0114",Cell,steve18@adventure-works.com,Home,"9406, rue Maillard",NULL,Boulogne-sur-Mer,Pas de Calais,"62200",France,No second purchase
6532,,Steve,,Liang,,"1 (11) 500 555-0138",Home,steve19@adventure-works.com,Home,"3787 Browse St",NULL,Lavender Bay,New South Wales,"2060",Australia,Second Purchase after 6 Months of first
6533,,Ethan,A,Lal,,"569-555-0151",Cell,ethan25@adventure-works.com,Home,"8524 C Mt. Hood Circle",NULL,Oregon City,Oregon,"97045",United States,Second Purchase within 6 Months of first
6534,,Steve,L,Guo,,"1 (11) 500 555-0114",Home,steve20@adventure-works.com,Home,Rykestr 8295,NULL,Hamburg,Hessen,"22001",Germany,Second Purchase after 6 Months of first
6535,,Ethan,M,Sharma,,"398-555-0168",Home,ethan26@adventure-works.com,Home,"8564 Red Tree Way",NULL,Torrance,California,"90505",United States,No second purchase
6536,,Ethan,,Shan,,"168-555-0113",Home,ethan27@adventure-works.com,Home,"9551 Jones Rd",NULL,Portland,Oregon,"97205",United States,Second Purchase within 6 Months of first
6537,,Ethan,,Jai,,"1 (11) 500 555-0172",Cell,ethan28@adventure-works.com,Home,"9846 Pestana Way",NULL,Melbourne,Victoria,"3000",Australia,Second Purchase after 6 Months of first
6538,,Raquel,A,Dominguez,,"1 (11) 500 555-0147",Cell,raquel9@adventure-works.com,Home,"5457 Woodcrest Dr.",NULL,Springwood,New South Wales,"2777",Australia,Second Purchase after 6 Months of first
6539,,Steve,J,He,,"806-555-0181",Home,steve21@adventure-works.com,Home,"3792 Esperanza Drive",NULL,Beverly Hills,California,"90210",United States,No second purchase
6540,,Steve,D,Zheng,,"183-555-0122",Home,steve22@adventure-works.com,Home,"525 Sea Point Way",NULL,Chula Vista,California,"91910",United States,No second purchase
6541,,Steve,A,Hu,,"1 (11) 500 555-0134",Cell,steve23@adventure-works.com,Home,"560 Highland Drive",NULL,London,England,W10 6BL,United Kingdom,No second purchase
6542,,Steve,M,Cai,,"1 (11) 500 555-0110",Cell,steve24@adventure-works.com,Home,"2582 South Ranchford Ct.",NULL,Sunbury,Victoria,"3429",Australia,No second purchase
6543,,Steve,,Zeng,,"649-555-0123",Cell,steve25@adventure-works.com,Home,"717 Westwood Court",NULL,Burbank,California,"91502",United States,No second purchase
6544,,Ryan,,Ross,,"1 (11) 500 555-0110",Home,ryan6@adventure-works.com,Home,"1088 Ash Lane",NULL,Bury,England,PE17,United Kingdom,Second Purchase within 6 Months of first
6545,,Ryan,M,Henderson,,"813-555-0141",Cell,ryan7@adventure-works.com,Home,"4292 Wellington Avenue",NULL,Port Orchard,Washington,"98366",United States,No second purchase
6546,,Ryan,,Coleman,,"602-555-0130",Home,ryan8@adventure-works.com,Home,"5787 Ygnacio Valley Road",NULL,Port Orchard,Washington,"98366",United States,No second purchase
6547,,Ryan,C,Jenkins,,"618-555-0116",Home,ryan9@adventure-works.com,Home,"1902 E. 42nd Street",NULL,Kirkland,Washington,"98033",United States,No second purchase
6548,,Micah,C,Wang,,"1 (11) 500 555-0131",Home,micah11@adventure-works.com,Home,"1616 East Lane",NULL,Goulburn,New South Wales,"2580",Australia,Second Purchase within 6 Months of first
6549,,Ryan,,Perry,,"787-555-0136",Home,ryan10@adventure-works.com,Home,"3651 Willow Lake Rd",NULL,Shawnee,British Columbia,V9B 2C3,Canada,Second Purchase within 6 Months of first
6550,,Ryan,K,Powell,,"113-555-0122",Home,ryan11@adventure-works.com,Home,"20 Chestnut Ave",NULL,Edmonds,Washington,"98020",United States,No second purchase
6551,,Micah,,Chen,,"442-555-0172",Cell,micah12@adventure-works.com,Home,"1343 Granola Dr.",NULL,Berkeley,California,"94704",United States,No second purchase
6552,,Ryan,H,Long,,"744-555-0163",Home,ryan12@adventure-works.com,Home,"4679 Duke Way",NULL,Walla Walla,Washington,"99362",United States,No second purchase
6553,,Ryan,B,Patterson,,"730-555-0139",Cell,ryan13@adventure-works.com,Home,"1301 Burwood Way",NULL,San Francisco,California,"94109",United States,No second purchase
6554,,Micah,,Li,,"1 (11) 500 555-0164",Cell,micah13@adventure-works.com,Home,Zur Lindung 609,NULL,Sulzbach Taunus,Saarland,"66272",Germany,Second Purchase after 6 Months of first
6555,,Raquel,T,Gill,,"1 (11) 500 555-0182",Cell,raquel10@adventure-works.com,Home,Carlsplatz 5,NULL,Berlin,Hamburg,"14111",Germany,No second purchase
6556,,Micah,J,Liu,,"1 (11) 500 555-0156",Cell,micah14@adventure-works.com,Home,"6247 Aspen Drive",NULL,Darlinghurst,New South Wales,"2010",Australia,Second Purchase after 6 Months of first
6557,,Ryan,C,Hughes,,"990-555-0120",Cell,ryan14@adventure-works.com,Home,"6214 Terra Drive",NULL,Port Orchard,Washington,"98366",United States,No second purchase
6558,,Ryan,M,Flores,,"1 (11) 500 555-0160",Home,ryan15@adventure-works.com,Home,Kampstr 9859,NULL,Ingolstadt,Bayern,"85049",Germany,Second Purchase within 6 Months of first
6559,,Micah,A,Yang,,"406-555-0129",Home,micah15@adventure-works.com,Home,"2, route de Marseille",NULL,Burlingame,California,"94010",United States,No second purchase
6560,,Micah,,Huang,,"1 (11) 500 555-0111",Cell,micah16@adventure-works.com,Home,"9580 Kalima Place",NULL,North Ryde,New South Wales,"2113",Australia,No second purchase
6561,,Ryan,,Washington,,"658-555-0142",Home,ryan16@adventure-works.com,Home,"4816 Condor Dr",NULL,Royal Oak,British Columbia,V8X,Canada,No second purchase
6562,,Ryan,A,Butler,,"746-555-0154",Cell,ryan17@adventure-works.com,Home,"4603 Brock Lane",NULL,Beverly Hills,California,"90210",United States,No second purchase
6563,,Micah,,Wu,,"1 (11) 500 555-0198",Cell,micah17@adventure-works.com,Home,"3537 Pheasant Circle",NULL,Coffs Harbour,New South Wales,"2450",Australia,Second Purchase within 6 Months of first
6564,,Ryan,,Simmons,,"964-555-0196",Home,ryan18@adventure-works.com,Home,"2680 Claudia Drive",NULL,Chula Vista,California,"91910",United States,No second purchase
6565,,Ryan,W,Foster,,"961-555-0133",Home,ryan19@adventure-works.com,Home,"5376 Sahara Drive",NULL,Daly City,California,"94015",United States,Second Purchase within 6 Months of first
6566,,Micah,,Lin,,"1 (11) 500 555-0160",Home,micah18@adventure-works.com,Home,"88, place de la République",NULL,Paris,Seine (Paris),"75009",France,Second Purchase after 6 Months of first
6567,,Ryan,M,Gonzales,,"477-555-0168",Cell,ryan20@adventure-works.com,Home,"3708 Lenox Ct",NULL,Metchosin,British Columbia,V9,Canada,No second purchase
6568,,Ryan,W,Bryant,,"837-555-0116",Home,ryan21@adventure-works.com,Home,"6658 Radar Blvd",NULL,Lakewood,California,"90712",United States,No second purchase
6569,,Micah,A,Zhou,,"497-555-0185",Home,micah19@adventure-works.com,Home,"6105 Brownstone Rd",NULL,Coronado,California,"92118",United States,Second Purchase within 6 Months of first
6570,,Ryan,J,Alexander,,"120-555-0115",Home,ryan22@adventure-works.com,Home,"5244 Black Walnut Ct.",NULL,Haney,British Columbia,V2W 1W2,Canada,No second purchase
6571,,Micah,A,Ye,,"1 (11) 500 555-0126",Cell,micah20@adventure-works.com,Home,"4832 Park Glen Ct.",NULL,Oxon,England,OX16 8RS,United Kingdom,No second purchase
6572,,Ryan,G,Russell,,"696-555-0187",Home,ryan23@adventure-works.com,Home,"1104 O St.",NULL,Coronado,California,"92118",United States,No second purchase
6573,,Micah,,Zhao,,"1 (11) 500 555-0120",Home,micah21@adventure-works.com,Home,"971 Harness Circle",NULL,Milsons Point,New South Wales,"2061",Australia,Second Purchase after 6 Months of first
6574,,Ryan,A,Griffin,,"497-555-0186",Cell,ryan24@adventure-works.com,Home,"2599 Amaranth Way",NULL,Coronado,California,"92118",United States,No second purchase
6575,,Ryan,J,Diaz,,"332-555-0195",Home,ryan25@adventure-works.com,Home,"6058 Foothill Way",NULL,Cliffside,British Columbia,V8Y 1L1,Canada,Second Purchase within 6 Months of first
6576,,Ryan,,Hayes,,"833-555-0155",Cell,ryan26@adventure-works.com,Home,"463 Ahneita Dr",NULL,Milwaukie,Oregon,"97222",United States,No second purchase
6577,,Ryan,,Zhang,,"295-555-0128",Cell,ryan27@adventure-works.com,Home,"4176 Cotton Ct",NULL,Spring Valley,California,"91977",United States,Second Purchase after 6 Months of first
6578,,Micah,,Lu,,"1 (11) 500 555-0182",Cell,micah22@adventure-works.com,Home,"5710 Ida Drive",NULL,Perth,South Australia,"6006",Australia,Second Purchase within 6 Months of first
6579,,Ryan,D,Wang,,"418-555-0156",Home,ryan28@adventure-works.com,Home,"8834 Firestone Drive",NULL,Santa Monica,California,"90401",United States,No second purchase
6580,,Ryan,E,Chen,,"493-555-0113",Home,ryan29@adventure-works.com,Home,"5457 Chrislend Court",NULL,Woodburn,Oregon,"97071",United States,No second purchase
6581,,Micah,M,Xu,,"1 (11) 500 555-0121",Home,micah23@adventure-works.com,Home,"2112, avenue de Villiers",NULL,Verrieres Le Buisson,Essonne,"91370",France,Second Purchase within 6 Months of first
6582,,Ryan,,Li,,"160-555-0172",Home,ryan30@adventure-works.com,Home,"3027 W 69th St",NULL,Oakland,California,"94611",United States,No second purchase
6583,,Clarence,C,Huang,,"1 (11) 500 555-0196",Cell,clarence1@adventure-works.com,Home,"7113 Ranch Valley Ct",NULL,Oxford,England,OX14 4SE,United Kingdom,Second Purchase within 6 Months of first
6584,,Reginald,,Vazquez,,"306-555-0130",Home,reginald0@adventure-works.com,Home,"24 Megan Dr.",NULL,Chula Vista,California,"91910",United States,No second purchase
6585,,Reginald,D,Blanco,,"1 (11) 500 555-0138",Home,reginald1@adventure-works.com,Home,"8131 Mission Drive",NULL,Boulogne-sur-Mer,Pas de Calais,"62200",France,No second purchase
6586,,Ryan,,Yang,,"1 (11) 500 555-0191",Home,ryan31@adventure-works.com,Home,"9903 Clearland Circle",NULL,Watford,England,WA3,United Kingdom,No second purchase
6587,,Ryan,,Kumar,,"394-555-0182",Cell,ryan32@adventure-works.com,Home,"7726 N Jackson Way",NULL,Burien,Washington,"98168",United States,No second purchase
6588,,Reginald,J,Serrano,,"1 (11) 500 555-0118",Home,reginald2@adventure-works.com,Home,"2310 Donegal Way",NULL,Wollongong,New South Wales,"2500",Australia,Second Purchase after 6 Months of first
6589,,Ryan,,Lal,,"505-555-0116",Cell,ryan33@adventure-works.com,Home,"7512 Sanford Street",NULL,Issaquah,Washington,"98027",United States,Second Purchase after 6 Months of first
6590,,Reginald,,Ramos,,"1 (11) 500 555-0119",Home,reginald3@adventure-works.com,Home,Herzogstr 3998,NULL,Dresden,Hessen,"1071",Germany,Second Purchase within 6 Months of first
6591,,Ryan,R,Shan,,"487-555-0198",Home,ryan34@adventure-works.com,Home,"5630 Icicle Circle",NULL,Chula Vista,California,"91910",United States,No second purchase
6592,,Reginald,,Carlson,,"1 (11) 500 555-0173",Cell,reginald4@adventure-works.com,Home,Marketplatz 5492,NULL,Hamburg,Hessen,"22001",Germany,No second purchase
6593,,Reginald,,Suarez,,"1 (11) 500 555-0135",Cell,reginald5@adventure-works.com,Home,"8980 Sea Ranch Ct",NULL,London,England,SW1P 2NU,United Kingdom,Second Purchase after 6 Months of first
6594,,Ryan,,Jai,,"212-555-0119",Cell,ryan35@adventure-works.com,Home,"3962 Camel Place",NULL,Puyallup,Washington,"98371",United States,No second purchase
6595,,Reginald,K,Sanz,,"1 (11) 500 555-0162",Cell,reginald6@adventure-works.com,Home,"4074 Northwood Dr",NULL,Hervey Bay,Queensland,"4655",Australia,Second Purchase within 6 Months of first
6596,,Reginald,K,Ortega,,"1 (11) 500 555-0199",Home,reginald7@adventure-works.com,Home,"162 Courthouse Drive",NULL,Cloverdale,South Australia,"6105",Australia,Second Purchase within 6 Months of first
6597,,Justin,J,Ross,,"605-555-0145",Cell,justin0@adventure-works.com,Home,"6912 Hamilton Avenue",NULL,Beaverton,Oregon,"97005",United States,No second purchase
6598,,Alberto,R,Martin,,"1 (11) 500 555-0187",Cell,alberto1@adventure-works.com,Home,Dunckerstr 4,NULL,Mühlheim,Hamburg,"63151",Germany,No second purchase
6599,,Clarence,L,Wu,,"1 (11) 500 555-0164",Home,clarence2@adventure-works.com,Home,"3099 Corte Segundo",NULL,North Sydney,New South Wales,"2055",Australia,Second Purchase within 6 Months of first
6600,,Alberto,,Gomez,,"837-555-0140",Cell,alberto2@adventure-works.com,Home,"4823 Park Blvd.",NULL,Cliffside,British Columbia,V8Y 1L1,Canada,No second purchase
6601,,Justin,P,Henderson,,"391-555-0113",Cell,justin1@adventure-works.com,Home,"8153 S Royal Links Circle",NULL,Metchosin,British Columbia,V9,Canada,No second purchase
6602,,Alberto,L,Ruiz,,"1 (11) 500 555-0161",Cell,alberto3@adventure-works.com,Home,"4775 Kentucky Dr.",Unit E,Melbourne,Victoria,"3000",Australia,No second purchase
6603,,Alberto,A,Diaz,,"1 (11) 500 555-0161",Home,alberto4@adventure-works.com,Home,Celler Weg 3040,Verkaufsabteilung,Berlin,Hessen,"14129",Germany,No second purchase
6604,,Justin,A,Coleman,,"172-555-0163",Cell,justin2@adventure-works.com,Home,"1358 Palmer Rd",NULL,Redmond,Washington,"98052",United States,No second purchase
6605,,Justin,,Jenkins,,"892-555-0144",Home,justin3@adventure-works.com,Home,"2854 Ironwood Way",NULL,Redmond,Washington,"98052",United States,No second purchase
6606,,Justin,E,Perry,,"349-555-0169",Cell,justin4@adventure-works.com,Home,"6312 Woodcrest Dr",NULL,Victoria,British Columbia,V8V,Canada,Second Purchase within 6 Months of first
6607,,Alberto,D,Hernandez,,"1 (11) 500 555-0119",Cell,alberto5@adventure-works.com,Home,"9597 Pass",NULL,Port Macquarie,New South Wales,"2444",Australia,Second Purchase after 6 Months of first
6608,,Justin,,Powell,,"122-555-0120",Cell,justin5@adventure-works.com,Home,"717 Pheasant Circle",NULL,Bremerton,Washington,"98312",United States,No second purchase
6609,,Alberto,,Alvarez,,"422-555-0169",Home,alberto6@adventure-works.com,Home,"3545 RiverRock Dr.",NULL,Colma,California,"94014",United States,No second purchase
6610,,Justin,,Long,,"694-555-0182",Home,justin6@adventure-works.com,Home,"7085 North 29th St",NULL,Oregon City,Oregon,"97045",United States,No second purchase
6611,,Alberto,C,Jiménez,,"1 (11) 500 555-0182",Home,alberto7@adventure-works.com,Home,"607 B Way",NULL,Geelong,Victoria,"3220",Australia,Second Purchase after 6 Months of first
6612,,Justin,M,Patterson,,"824-555-0133",Home,justin7@adventure-works.com,Home,"5024 Euclid Avenue",NULL,Renton,Washington,"98055",United States,No second purchase
6613,,Justin,M,Hughes,,"189-555-0112",Cell,justin8@adventure-works.com,Home,"1646 Twinview Drive",NULL,Langley,British Columbia,V3A 4R2,Canada,No second purchase
6614,,Hany,,Morcos,,"1 (11) 500 555-0184",Cell,hany0@adventure-works.com,Home,"7028 Stonedale",NULL,Perth,South Australia,"6006",Australia,Second Purchase within 6 Months of first
6615,,Justin,,Flores,,"191-555-0115",Home,justin9@adventure-works.com,Home,"6559 Via Rerrari",NULL,Woodland Hills,California,"91364",United States,No second purchase
6616,,Justin,,Washington,,"701-555-0175",Home,justin10@adventure-works.com,Home,"6092 Chestnut",NULL,Concord,California,"94519",United States,Second Purchase within 6 Months of first
6617,,Justin,I,Butler,,"169-555-0118",Cell,justin11@adventure-works.com,Home,"1260 Mt. Washington Way",NULL,Victoria,British Columbia,V8V,Canada,No second purchase
6618,,Alberto,J,Muñoz,,"1 (11) 500 555-0148",Cell,alberto8@adventure-works.com,Home,"1962 Race Road",NULL,Geelong,Victoria,"3220",Australia,Second Purchase within 6 Months of first
6619,,Justin,,Simmons,,"655-555-0194",Cell,justin12@adventure-works.com,Home,"1046 San Carlos Avenue",NULL,Colma,California,"94014",United States,Second Purchase within 6 Months of first
6620,,Justin,,Foster,,"497-555-0196",Home,justin13@adventure-works.com,Home,"9123 Springfield Drive",NULL,Fremont,California,"94536",United States,No second purchase
6621,,Justin,,Gonzales,,"801-555-0176",Cell,justin14@adventure-works.com,Home,"9163 Hilltop Road",NULL,San Gabriel,California,"91776",United States,Second Purchase within 6 Months of first
6622,,Justin,,Bryant,,"444-555-0144",Home,justin15@adventure-works.com,Home,"151 Book Ct",NULL,Seattle,Washington,"98104",United States,No second purchase
6623,,Alberto,,Alonso,,"875-555-0149",Cell,alberto9@adventure-works.com,Home,"1369 Rambling Lane",NULL,Burbank,California,"91502",United States,No second purchase
6624,,Alberto,,Romero,,"1 (11) 500 555-0133",Home,alberto10@adventure-works.com,Home,"2348 Fruitwood",NULL,York,England,Y03 4TN,United Kingdom,No second purchase
6625,,Justin,M,Alexander,,"1 (11) 500 555-0121",Home,justin16@adventure-works.com,Home,"3101 Greendell Rd",NULL,Leeds,England,LE18,United Kingdom,Second Purchase after 6 Months of first
6626,,Clarence,,Lin,,"1 (11) 500 555-0198",Home,clarence3@adventure-works.com,Home,"1930 Corte Del Sol",NULL,Melbourne,Victoria,"3000",Australia,No second purchase
6627,,Alberto,C,Navarro,,"535-555-0131",Home,alberto11@adventure-works.com,Home,"7615 Buena Vista",NULL,Coronado,California,"92118",United States,Second Purchase within 6 Months of first
6628,,Alberto,R,Gutierrez,,"1 (11) 500 555-0128",Cell,alberto12@adventure-works.com,Home,"8641 Summit View Dr.",NULL,Gateshead,England,GA10,United Kingdom,Second Purchase after 6 Months of first
6629,,Justin,,Russell,,"455-555-0186",Home,justin17@adventure-works.com,Home,"1687 Rose Drive",NULL,San Diego,California,"92102",United States,No second purchase
6630,,Justin,,Griffin,,"430-555-0145",Home,justin18@adventure-works.com,Home,"4891 Olivera Rd",NULL,Sooke,British Columbia,V0,Canada,No second purchase
6631,,Justin,,Diaz,,"592-555-0152",Cell,justin19@adventure-works.com,Home,"6386 Holiday Hill Dr",NULL,Lebanon,Oregon,"97355",United States,No second purchase
6632,,Justin,V,Hayes,,"151-555-0135",Cell,justin20@adventure-works.com,Home,"2501 Wilke Drive",NULL,Spokane,Washington,"99202",United States,No second purchase
6633,,Justin,,Zhang,,"431-555-0179",Cell,justin21@adventure-works.com,Home,"4250 Park Tree Ct",NULL,Issaquah,Washington,"98027",United States,Second Purchase after 6 Months of first
6634,,Alberto,R,Dominguez,,"985-555-0125",Home,alberto13@adventure-works.com,Home,"3219 Sandra Circle",NULL,Bellingham,Washington,"98225",United States,No second purchase
6635,,Alberto,P,Gill,,"1 (11) 500 555-0140",Cell,alberto14@adventure-works.com,Home,"2753 Galloway Dr.",NULL,Malabar,New South Wales,"2036",Australia,Second Purchase within 6 Months of first
6636,,Justin,,Chen,,"1 (11) 500 555-0114",Cell,justin22@adventure-works.com,Home,"081, boulevard du Montparnasse",NULL,Saint-Denis,Seine Saint Denis,"93400",France,No second purchase
6637,,Alberto,R,Blanco,,"1 (11) 500 555-0126",Cell,alberto15@adventure-works.com,Home,"9597 Sweeney Road",NULL,Lavender Bay,New South Wales,"2060",Australia,No second purchase
6638,,Alberto,L,Serrano,,"1 (11) 500 555-0112",Home,alberto16@adventure-works.com,Home,"7932 Pierce Ct.",NULL,Lane Cove,New South Wales,"1597",Australia,Second Purchase after 6 Months of first
6639,,Justin,,Li,,"1 (11) 500 555-0113",Cell,justin23@adventure-works.com,Home,"1901 Missing Canyon Court",NULL,Goulburn,New South Wales,"2580",Australia,Second Purchase within 6 Months of first
6640,,Alberto,,Ramos,,"1 (11) 500 555-0156",Cell,alberto17@adventure-works.com,Home,"4776 Kentucky Drive",NULL,London,England,W1N 9FA,United Kingdom,Second Purchase within 6 Months of first
6641,,Justin,S,Yang,,"289-555-0163",Home,justin24@adventure-works.com,Home,"6813 Morning Way",NULL,Sooke,British Columbia,V0,Canada,Second Purchase within 6 Months of first
6642,,Justin,,Kumar,,"645-555-0110",Cell,justin25@adventure-works.com,Home,"6346 St Paul Way",NULL,Olympia,Washington,"98501",United States,No second purchase
6643,,Clarence,,Zhou,,"102-555-0122",Home,clarence4@adventure-works.com,Home,"6566 Serene Ct.",NULL,Burlingame,California,"94010",United States,No second purchase
6644,,Alberto,G,Suarez,,"1 (11) 500 555-0182",Cell,alberto18@adventure-works.com,Home,"7289 Las Quebrados Ln",NULL,Rhodes,New South Wales,"2138",Australia,Second Purchase after 6 Months of first
6645,,Justin,,Lal,,"173-555-0176",Cell,justin26@adventure-works.com,Home,"4169 Deercreek Ln",NULL,El Cajon,California,"92020",United States,No second purchase
6646,,Alberto,M,Sanz,,"1 (11) 500 555-0192",Cell,alberto19@adventure-works.com,Home,Heiderweg 4284,NULL,Werne,Nordrhein-Westfalen,"59368",Germany,No second purchase
6647,,Alberto,W,Rowe,,"1 (11) 500 555-0191",Cell,alberto20@adventure-works.com,Home,"9650 Valley View Road",NULL,Cheltenham,England,GL50,United Kingdom,No second purchase
6648,,Justin,L,Shan,,"215-555-0113",Cell,justin27@adventure-works.com,Home,"9377 Lightwood Drive",NULL,Burien,Washington,"98168",United States,Second Purchase within 6 Months of first
6649,,Justin,W,Jai,,"1 (11) 500 555-0180",Cell,justin28@adventure-works.com,Home,Zollhof 7266,NULL,Neunkirchen,Saarland,"66578",Germany,No second purchase
6650,,Alberto,,Ortega,,"1 (11) 500 555-0113",Cell,alberto21@adventure-works.com,Home,"2, rue Royale",NULL,Colomiers,Garonne (Haute),"31770",France,Second Purchase after 6 Months of first
6651,,David,M,Ross,,"553-555-0132",Home,david36@adventure-works.com,Home,"405 Scenic Avenue",NULL,Oak Bay,British Columbia,V8P,Canada,No second purchase
6652,,David,M,Henderson,,"138-555-0151",Home,david37@adventure-works.com,Home,"3355 Alier Drive",NULL,San Gabriel,California,"91776",United States,No second purchase
6653,,David,D,Coleman,,"779-555-0199",Cell,david38@adventure-works.com,Home,"4596 Hill Meadow Place",NULL,Walla Walla,Washington,"99362",United States,No second purchase
6654,,Eddie,C,Martin,,"1 (11) 500 555-0189",Cell,eddie1@adventure-works.com,Home,Hochstr 2777,NULL,Münster,Saarland,"48001",Germany,No second purchase
6655,,David,,Jenkins,,"1 (11) 500 555-0162",Home,david39@adventure-works.com,Home,Kalkweg 4425,NULL,Ingolstadt,Bayern,"85049",Germany,Second Purchase after 6 Months of first
6656,,David,W,Perry,,"663-555-0184",Home,david40@adventure-works.com,Home,"3316 Ringing Dr",NULL,Los Angeles,California,"90012",United States,No second purchase
6657,,Eddie,,Gomez,,"614-555-0113",Cell,eddie2@adventure-works.com,Home,"2898 Forest Way",NULL,Bellflower,California,"90706",United States,No second purchase
6658,,David,W,Powell,,"205-555-0184",Home,david41@adventure-works.com,Home,"6774 Alier Drive",NULL,Port Hammond,British Columbia,V6B 3P7,Canada,No second purchase
6659,,Eddie,C,Ruiz,,"1 (11) 500 555-0147",Home,eddie3@adventure-works.com,Home,Am Grossen Dern 4583,NULL,Bonn,Hamburg,"53131",Germany,No second purchase
6660,,Eddie,I,Hernandez,,"1 (11) 500 555-0149",Cell,eddie4@adventure-works.com,Home,"144, avenue Foch",NULL,Paris,Seine (Paris),"75003",France,No second purchase
6661,,David,V,Long,,"415-555-0123",Cell,david42@adventure-works.com,Home,"1180 Rhea Ct",NULL,West Covina,California,"91791",United States,No second purchase
6662,,Eddie,A,Alvarez,,"1 (11) 500 555-0111",Home,eddie5@adventure-works.com,Home,"67bis, boulevard du Montparnasse",NULL,Morangis,Essonne,"91420",France,No second purchase
6663,,David,S,Patterson,,"926-555-0172",Cell,david43@adventure-works.com,Home,"7547 Payot Court",NULL,Lincoln Acres,California,"91950",United States,No second purchase
6664,,David,,Hughes,,"337-555-0160",Cell,david44@adventure-works.com,Home,"9551 Alet Court",NULL,Spring Valley,California,"91977",United States,No second purchase
6665,,Damien,,Huang,,"1 (11) 500 555-0114",Home,damien4@adventure-works.com,Home,"5484 Viking Dr",NULL,Hawthorne,Queensland,"4171",Australia,Second Purchase within 6 Months of first
6666,,Clarence,P,Ye,,"832-555-0169",Cell,clarence5@adventure-works.com,Home,"8523 Magic Dr",NULL,Bremerton,Washington,"98312",United States,Second Purchase within 6 Months of first
6667,,Eddie,,Johnsen,,"1 (11) 500 555-0138",Cell,eddie6@adventure-works.com,Home,"7538 Black Pine Lane",NULL,Hervey Bay,Queensland,"4655",Australia,No second purchase
6668,,David,J,Flores,,"185-555-0185",Cell,david45@adventure-works.com,Home,"8829 Northstar Drive",NULL,Berkeley,California,"94704",United States,No second purchase
6669,,David,,Washington,,"110-555-0116",Home,david46@adventure-works.com,Home,"3743 Greenbelt Way",NULL,La Jolla,California,"92806",United States,No second purchase
6670,,David,H,Butler,,"236-555-0154",Cell,david47@adventure-works.com,Home,"620 Trasher Road",NULL,Downey,California,"90241",United States,No second purchase
6671,,David,E,Simmons,,"712-555-0167",Home,david48@adventure-works.com,Home,"8442 Euclid Avenue",NULL,Port Hammond,British Columbia,V6B 3P7,Canada,No second purchase
6672,,David,A,Foster,,"693-555-0119",Home,david49@adventure-works.com,Home,"8229 Crawford Street",# 2,Redwood City,California,"94063",United States,No second purchase
6673,,David,B,Gonzales,,"539-555-0134",Cell,david50@adventure-works.com,Home,"6306 El Dorado Way",NULL,Beverly Hills,California,"90210",United States,No second purchase
